,rate
1996-06-26,0.638571
1996-06-27,0.64548
1996-06-28,0.646891
1996-06-29,0.6468189999999999
1996-06-30,0.649043
1996-07-01,0.652097
1996-07-02,0.65163
1996-07-03,0.657331
1996-07-04,0.6538689999999999
1996-07-05,0.649166
1996-07-06,0.6462829999999999
1996-07-07,0.648752
1996-07-08,0.642252
1996-07-09,0.647451
1996-07-10,0.650863
1996-07-11,0.648149
1996-07-12,0.6527470000000001
1996-07-13,0.653219
1996-07-14,0.655154
1996-07-15,0.6530630000000001
1996-07-16,0.653176
1996-07-17,0.65363
1996-07-18,0.661048
1996-07-19,0.663349
1996-07-20,0.660324
1996-07-21,0.6606350000000001
1996-07-22,0.654362
1996-07-23,0.656109
1996-07-24,0.6500100000000001
1996-07-25,0.650039
1996-07-26,0.647889
1996-07-27,0.644191
1996-07-28,0.649166
1996-07-29,0.646037
1996-07-30,0.647554
1996-07-31,0.649994
1996-08-01,0.65113
1996-08-02,0.650403
1996-08-03,0.643837
1996-08-04,0.6458510000000001
1996-08-05,0.63732
1996-08-06,0.638093
1996-08-07,0.640702
1996-08-08,0.644007
1996-08-09,0.638355
1996-08-10,0.6385930000000001
1996-08-11,0.636983
1996-08-12,0.638318
1996-08-13,0.6400640000000001
1996-08-14,0.643096
1996-08-15,0.6465609999999999
1996-08-16,0.64172
1996-08-17,0.6397649999999999
1996-08-18,0.6401560000000001
1996-08-19,0.638694
1996-08-20,0.637129
1996-08-21,0.635953
1996-08-22,0.633171
1996-08-23,0.635729
1996-08-24,0.635302
1996-08-25,0.6367229999999999
1996-08-26,0.636393
1996-08-27,0.635468
1996-08-28,0.633285
1996-08-29,0.633524
1996-08-30,0.634253
1996-08-31,0.635716
1996-09-01,0.637744
1996-09-02,0.6400560000000001
1996-09-03,0.636682
1996-09-04,0.6333880000000001
1996-09-05,0.6357229999999999
1996-09-06,0.635653
1996-09-07,0.6425310000000001
1996-09-08,0.642187
1996-09-09,0.641799
1996-09-10,0.643887
1996-09-11,0.644362
1996-09-12,0.645153
1996-09-13,0.6430319999999999
1996-09-14,0.6504939999999999
1996-09-15,0.6537609999999999
1996-09-16,0.657118
1996-09-17,0.656404
1996-09-18,0.6552180000000001
1996-09-19,0.654365
1996-09-20,0.655656
1996-09-21,0.656363
1996-09-22,0.657374
1996-09-23,0.6578510000000001
1996-09-24,0.6682939999999999
1996-09-25,0.6666
1996-09-26,0.663813
1996-09-27,0.664098
1996-09-28,0.6642319999999999
1996-09-29,0.6667109999999999
1996-09-30,0.663331
1996-10-01,0.654038
1996-10-02,0.654083
1996-10-03,0.650299
1996-10-04,0.654721
1996-10-05,0.627544
1996-10-06,0.638465
1996-10-07,0.631356
1996-10-08,0.636421
1996-10-09,0.638919
1996-10-10,0.632451
1996-10-11,0.6343270000000001
1996-10-12,0.6349779999999999
1996-10-13,0.634356
1996-10-14,0.632524
1996-10-15,0.6280560000000001
1996-10-16,0.628685
1996-10-17,0.630342
1996-10-18,0.629938
1996-10-19,0.632451
1996-10-20,0.629714
1996-10-21,0.626943
1996-10-22,0.62554
1996-10-23,0.61975
1996-10-24,0.615915
1996-10-25,0.6176149999999999
1996-10-26,0.612694
1996-10-27,0.613684
1996-10-28,0.606879
1996-10-29,0.608761
1996-10-30,0.6065
1996-10-31,0.603079
1996-11-01,0.60306
1996-11-02,0.60406
1996-11-03,0.6131840000000001
1996-11-04,0.613445
1996-11-05,0.614061
1996-11-06,0.616438
1996-11-07,0.611916
1996-11-08,0.607978
1996-11-09,0.6083430000000001
1996-11-10,0.605221
1996-11-11,0.6099220000000001
1996-11-12,0.606479
1996-11-13,0.602541
1996-11-14,0.608483
1996-11-15,0.6125550000000001
1996-11-16,0.6133390000000001
1996-11-17,0.609083
1996-11-18,0.6098560000000001
1996-11-19,0.60346
1996-11-20,0.606482
1996-11-21,0.60106
1996-11-22,0.603541
1996-11-23,0.602779
1996-11-24,0.597679
1996-11-25,0.598439
1996-11-26,0.5949
1996-11-27,0.5949
1996-11-28,0.59888
1996-11-29,0.5965189999999999
1996-11-30,0.592182
1996-12-01,0.593738
1996-12-02,0.59654
1996-12-03,0.594019
1996-12-04,0.592741
1996-12-05,0.593619
1996-12-06,0.5951380000000001
1996-12-07,0.588059
1996-12-08,0.589118
1996-12-09,0.585607
1996-12-10,0.5804159999999999
1996-12-11,0.585341
1996-12-12,0.5924590000000001
1996-12-13,0.587676
1996-12-14,0.5925630000000001
1996-12-15,0.587882
1996-12-16,0.58099
1996-12-17,0.583167
1996-12-18,0.5780689999999999
1996-12-19,0.5780689999999999
1996-12-20,0.575327
1996-12-21,0.57623
1996-12-22,0.5704279999999999
1996-12-23,0.5685
1996-12-24,0.5740569999999999
1996-12-25,0.571814
1996-12-26,0.5763
1996-12-27,0.5724279999999999
1996-12-28,0.56767
1996-12-29,0.5706140000000001
1996-12-30,0.578073
1996-12-31,0.5781890000000001
1997-01-01,0.573128
1997-01-02,0.572314
1997-01-03,0.5709569999999999
1997-01-04,0.583575
1997-01-05,0.581616
1997-01-06,0.5887
1997-01-07,0.5893
1997-01-08,0.586
1997-01-09,0.589241
1997-01-10,0.594122
1997-01-11,0.60226
1997-01-12,0.598001
1997-01-13,0.6080220000000001
1997-01-14,0.6021989999999999
1997-01-15,0.60464
1997-01-16,0.59938
1997-01-17,0.59924
1997-01-18,0.5954189999999999
1997-01-19,0.593119
1997-01-20,0.60148
1997-01-21,0.60132
1997-01-22,0.60132
1997-01-23,0.601
1997-01-24,0.5988399999999999
1997-01-25,0.59918
1997-01-26,0.594597
1997-01-27,0.591716
1997-01-28,0.586765
1997-01-29,0.594738
1997-01-30,0.591118
1997-01-31,0.591204
1997-02-01,0.590595
1997-02-02,0.5853
1997-02-03,0.585734
1997-02-04,0.584108
1997-02-05,0.582242
1997-02-06,0.5758850000000001
1997-02-07,0.5849409999999999
1997-02-08,0.585383
1997-02-09,0.584066
1997-02-10,0.590141
1997-02-11,0.591296
1997-02-12,0.588282
1997-02-13,0.57909
1997-02-14,0.5782109999999999
1997-02-15,0.581068
1997-02-16,0.584675
1997-02-17,0.583792
1997-02-18,0.584283
1997-02-19,0.586
1997-02-20,0.582116
1997-02-21,0.578558
1997-02-22,0.581675
1997-02-23,0.578284
1997-02-24,0.583025
1997-02-25,0.588176
1997-02-26,0.590795
1997-02-27,0.593137
1997-02-28,0.589164
1997-03-01,0.589305
1997-03-02,0.567557
1997-03-03,0.571929
1997-03-04,0.5716289999999999
1997-03-05,0.573229
1997-03-06,0.572328
1997-03-07,0.570314
1997-03-08,0.574443
1997-03-09,0.572086
1997-03-10,0.5763149999999999
1997-03-11,0.5732430000000001
1997-03-12,0.5673
1997-03-13,0.5552779999999999
1997-03-14,0.558832
1997-03-15,0.555656
1997-03-16,0.558412
1997-03-17,0.553823
1997-03-18,0.552476
1997-03-19,0.551
1997-03-20,0.543546
1997-03-21,0.542771
1997-03-22,0.538331
1997-03-23,0.5387149999999999
1997-03-24,0.543946
1997-03-25,0.5466449999999999
1997-03-26,0.5476
1997-03-27,0.54972
1997-03-28,0.5489350000000001
1997-03-29,0.5422170000000001
1997-03-30,0.544354
1997-03-31,0.542583
1997-04-01,0.5358539999999999
1997-04-02,0.537293
1997-04-03,0.531716
1997-04-04,0.5337569999999999
1997-04-05,0.53286
1997-04-06,0.534886
1997-04-07,0.528988
1997-04-08,0.5318
1997-04-09,0.526153
1997-04-10,0.519296
1997-04-11,0.5213409999999999
1997-04-12,0.518798
1997-04-13,0.528597
1997-04-14,0.5299470000000001
1997-04-15,0.527436
1997-04-16,0.524305
1997-04-17,0.516642
1997-04-18,0.520656
1997-04-19,0.52544
1997-04-20,0.5129060000000001
1997-04-21,0.52091
1997-04-22,0.528406
1997-04-23,0.5228550000000001
1997-04-24,0.52875
1997-04-25,0.527014
1997-04-26,0.528709
1997-04-27,0.524555
1997-04-28,0.52785
1997-04-29,0.519754
1997-04-30,0.520656
1997-05-01,0.52031
1997-05-02,0.5202600000000001
1997-05-03,0.521111
1997-05-04,0.513954
1997-05-05,0.5135569999999999
1997-05-06,0.516708
1997-05-07,0.523205
1997-05-08,0.522257
1997-05-09,0.5207579999999999
1997-05-10,0.5248550000000001
1997-05-11,0.524652
1997-05-12,0.522511
1997-05-13,0.536665
1997-05-14,0.54072
1997-05-15,0.542713
1997-05-16,0.543
1997-05-17,0.54975
1997-05-18,0.546555
1997-05-19,0.542954
1997-05-20,0.539754
1997-05-21,0.5409619999999999
1997-05-22,0.5423
1997-05-23,0.5461550000000001
1997-05-24,0.545955
1997-05-25,0.541412
1997-05-26,0.547705
1997-05-27,0.552816
1997-05-28,0.55655
1997-05-29,0.555906
1997-05-30,0.559218
1997-05-31,0.557411
1997-06-01,0.555561
1997-06-02,0.554527
1997-06-03,0.5591119999999999
1997-06-04,0.55905
1997-06-05,0.564426
1997-06-06,0.56557
1997-06-07,0.5688
1997-06-08,0.569764
1997-06-09,0.561819
1997-06-10,0.557956
1997-06-11,0.55525
1997-06-12,0.5601
1997-06-13,0.552826
1997-06-14,0.555817
1997-06-15,0.5532050000000001
1997-06-16,0.555055
1997-06-17,0.556211
1997-06-18,0.556928
1997-06-19,0.555267
1997-06-20,0.550755
1997-06-21,0.543554
1997-06-22,0.545623
1997-06-23,0.542859
1997-06-24,0.543918
1997-06-25,0.545709
1997-06-26,0.5509649999999999
1997-06-27,0.5555720000000001
1997-06-28,0.5529109999999999
1997-06-29,0.550415
1997-06-30,0.54876
1997-07-01,0.542721
1997-07-02,0.534717
1997-07-03,0.535957
1997-07-04,0.535904
1997-07-05,0.531012
1997-07-06,0.526508
1997-07-07,0.528014
1997-07-08,0.528158
1997-07-09,0.525405
1997-07-10,0.524407
1997-07-11,0.5221020000000001
1997-07-12,0.522307
1997-07-13,0.525158
1997-07-14,0.5252
1997-07-15,0.5262
1997-07-16,0.528561
1997-07-17,0.529115
1997-07-18,0.5226569999999999
1997-07-19,0.51875
1997-07-20,0.51305
1997-07-21,0.510601
1997-07-22,0.5119
1997-07-23,0.509253
1997-07-24,0.505351
1997-07-25,0.5024
1997-07-26,0.49519799999999997
1997-07-27,0.492849
1997-07-28,0.4993
1997-07-29,0.5017010000000001
1997-07-30,0.5014
1997-07-31,0.4908
1997-08-01,0.49399799999999994
1997-08-02,0.491996
1997-08-03,0.4982
1997-08-04,0.494649
1997-08-05,0.49415
1997-08-06,0.485543
1997-08-07,0.48329700000000003
1997-08-08,0.48369700000000004
1997-08-09,0.484347
1997-08-10,0.49139799999999995
1997-08-11,0.493249
1997-08-12,0.49635
1997-08-13,0.493349
1997-08-14,0.4997
1997-08-15,0.507804
1997-08-16,0.508601
1997-08-17,0.511206
1997-08-18,0.505803
1997-08-19,0.50005
1997-08-20,0.5032
1997-08-21,0.5148020000000001
1997-08-22,0.51475
1997-08-23,0.507451
1997-08-24,0.5057010000000001
1997-08-25,0.507653
1997-08-26,0.51115
1997-08-27,0.508604
1997-08-28,0.5124
1997-08-29,0.51705
1997-08-30,0.520702
1997-08-31,0.5181020000000001
1997-09-01,0.5188520000000001
1997-09-02,0.517955
1997-09-03,0.516408
1997-09-04,0.5227069999999999
1997-09-05,0.52391
1997-09-06,0.522804
1997-09-07,0.519358
1997-09-08,0.521304
1997-09-09,0.524305
1997-09-10,0.5277029999999999
1997-09-11,0.529362
1997-09-12,0.527558
1997-09-13,0.5231520000000001
1997-09-14,0.5160520000000001
1997-09-15,0.521452
1997-09-16,0.519258
1997-09-17,0.521159
1997-09-18,0.5192100000000001
1997-09-19,0.5129060000000001
1997-09-20,0.507452
1997-09-21,0.507252
1997-09-22,0.50765
1997-09-23,0.510102
1997-09-24,0.5159
1997-09-25,0.520908
1997-09-26,0.522204
1997-09-27,0.522011
1997-09-28,0.52566
1997-09-29,0.528103
1997-09-30,0.5275
1997-10-01,0.5240520000000001
1997-10-02,0.52325
1997-10-03,0.521058
1997-10-04,0.520602
1997-10-05,0.516205
1997-10-06,0.517157
1997-10-07,0.517505
1997-10-08,0.5216569999999999
1997-10-09,0.518352
1997-10-10,0.505951
1997-10-11,0.511756
1997-10-12,0.511252
1997-10-13,0.517609
1997-10-14,0.5174
1997-10-15,0.5145569999999999
1997-10-16,0.509501
1997-10-17,0.5109
1997-10-18,0.50995
1997-10-19,0.5058520000000001
1997-10-20,0.506001
1997-10-21,0.507304
1997-10-22,0.507303
1997-10-23,0.5097510000000001
1997-10-24,0.5159020000000001
1997-10-25,0.513455
1997-10-26,0.508254
1997-10-27,0.50925
1997-10-28,0.5087510000000001
1997-10-29,0.509252
1997-10-30,0.508302
1997-10-31,0.50565
1997-11-01,0.509602
1997-11-02,0.518109
1997-11-03,0.52041
1997-11-04,0.518
1997-11-05,0.5175069999999999
1997-11-06,0.5156
1997-11-07,0.5196
1997-11-08,0.512051
1997-11-09,0.513005
1997-11-10,0.517755
1997-11-11,0.521704
1997-11-12,0.528853
1997-11-13,0.524055
1997-11-14,0.5354
1997-11-15,0.532903
1997-11-16,0.5353680000000001
1997-11-17,0.53441
1997-11-18,0.5343140000000001
1997-11-19,0.53496
1997-11-20,0.528706
1997-11-21,0.53015
1997-11-22,0.529359
1997-11-23,0.531853
1997-11-24,0.529064
1997-11-25,0.527414
1997-11-26,0.52071
1997-11-27,0.520402
1997-11-28,0.520406
1997-11-29,0.519352
1997-11-30,0.513605
1997-12-01,0.516702
1997-12-02,0.51685
1997-12-03,0.5148510000000001
1997-12-04,0.50235
1997-12-05,0.49755
1997-12-06,0.49159899999999995
1997-12-07,0.492097
1997-12-08,0.484742
1997-12-09,0.49174700000000005
1997-12-10,0.4932
1997-12-11,0.491299
1997-12-12,0.48799499999999996
1997-12-13,0.49184799999999995
1997-12-14,0.49544799999999994
1997-12-15,0.4951
1997-12-16,0.49584799999999996
1997-12-17,0.5011
1997-12-18,0.507151
1997-12-19,0.5072
1997-12-20,0.5007
1997-12-21,0.5022
1997-12-22,0.50135
1997-12-23,0.51205
1997-12-24,0.5154529999999999
1997-12-25,0.511602
1997-12-26,0.510602
1997-12-27,0.507404
1997-12-28,0.5087
1997-12-29,0.5098050000000001
1997-12-30,0.507501
1997-12-31,0.50855
1998-01-01,0.502351
1998-01-02,0.5024
1998-01-03,0.5048520000000001
1998-01-04,0.504251
1998-01-05,0.5032
1998-01-06,0.5086
1998-01-07,0.50915
1998-01-08,0.51445
1998-01-09,0.51525
1998-01-10,0.51615
1998-01-11,0.52035
1998-01-12,0.52045
1998-01-13,0.51905
1998-01-14,0.51765
1998-01-15,0.52235
1998-01-16,0.52255
1998-01-17,0.51985
1998-01-18,0.51665
1998-01-19,0.51685
1998-01-20,0.51735
1998-01-21,0.51885
1998-01-22,0.52335
1998-01-23,0.52145
1998-01-24,0.51795
1998-01-25,0.52185
1998-01-26,0.51875
1998-01-27,0.51555
1998-01-28,0.51765
1998-01-29,0.51895
1998-01-30,0.51435
1998-01-31,0.51455
1998-02-01,0.51495
1998-02-02,0.51995
1998-02-03,0.51875
1998-02-04,0.51925
1998-02-05,0.51755
1998-02-06,0.51535
1998-02-07,0.51095
1998-02-08,0.50515
1998-02-09,0.50785
1998-02-10,0.50815
1998-02-11,0.50755
1998-02-12,0.50775
1998-02-13,0.51035
1998-02-14,0.51025
1998-02-15,0.51525
1998-02-16,0.51495
1998-02-17,0.52085
1998-02-18,0.51905
1998-02-19,0.52395
1998-02-20,0.52385
1998-02-21,0.52325
1998-02-22,0.52415
1998-02-23,0.51785
1998-02-24,0.51895
1998-02-25,0.51555
1998-02-26,0.51365
1998-02-27,0.51445
1998-02-28,0.51725
1998-03-01,0.51925
1998-03-02,0.51815
1998-03-03,0.51985
1998-03-04,0.519
1998-03-05,0.51575
1998-03-06,0.51075
1998-03-07,0.50655
1998-03-08,0.50825
1998-03-09,0.50965
1998-03-10,0.51075
1998-03-11,0.50955
1998-03-12,0.50865
1998-03-13,0.50925
1998-03-14,0.51055
1998-03-15,0.51265
1998-03-16,0.50915
1998-03-17,0.51005
1998-03-18,0.51725
1998-03-19,0.51715
1998-03-20,0.51825
1998-03-21,0.51875
1998-03-22,0.51725
1998-03-23,0.51715
1998-03-24,0.51365
1998-03-25,0.51375
1998-03-26,0.51375
1998-03-27,0.51555
1998-03-28,0.51725
1998-03-29,0.51925
1998-03-30,0.52025
1998-03-31,0.52055
1998-04-01,0.52275
1998-04-02,0.52525
1998-04-03,0.52305
1998-04-04,0.52195
1998-04-05,0.51975
1998-04-06,0.52005
1998-04-07,0.52575
1998-04-08,0.52545
1998-04-09,0.52335
1998-04-10,0.53035
1998-04-11,0.53015
1998-04-12,0.53255
1998-04-13,0.52995
1998-04-14,0.52765
1998-04-15,0.52785
1998-04-16,0.53355
1998-04-17,0.53355
1998-04-18,0.53495
1998-04-19,0.53435
1998-04-20,0.53275
1998-04-21,0.53155
1998-04-22,0.53015
1998-04-23,0.52785
1998-04-24,0.52845
1998-04-25,0.53035
1998-04-26,0.53475
1998-04-27,0.53385
1998-04-28,0.53165
1998-04-29,0.53355
1998-04-30,0.53785
1998-05-01,0.53845
1998-05-02,0.54015
1998-05-03,0.53945
1998-05-04,0.53825
1998-05-05,0.54365
1998-05-06,0.54405
1998-05-07,0.54405
1998-05-08,0.53925
1998-05-09,0.53835
1998-05-10,0.54015
1998-05-11,0.53475
1998-05-12,0.53965
1998-05-13,0.54035
1998-05-14,0.53925
1998-05-15,0.53945
1998-05-16,0.54285
1998-05-17,0.54385
1998-05-18,0.54745
1998-05-19,0.54805
1998-05-20,0.54795
1998-05-21,0.54875
1998-05-22,0.55165
1998-05-23,0.55565
1998-05-24,0.55685
1998-05-25,0.55775
1998-05-26,0.55525
1998-05-27,0.55655
1998-05-28,0.55615
1998-05-29,0.56165
1998-05-30,0.56295
1998-05-31,0.56355
1998-06-01,0.57145
1998-06-02,0.57245
1998-06-03,0.57375
1998-06-04,0.57385
1998-06-05,0.57065
1998-06-06,0.56775
1998-06-07,0.56905
1998-06-08,0.57025
1998-06-09,0.56585
1998-06-10,0.56045
1998-06-11,0.55875
1998-06-12,0.56475
1998-06-13,0.56495
1998-06-14,0.57225
1998-06-15,0.57355
1998-06-16,0.57015
1998-06-17,0.57175
1998-06-18,0.56385
1998-06-19,0.56465
1998-06-20,0.56135
1998-06-21,0.56195
1998-06-22,0.56385
1998-06-23,0.56025
1998-06-24,0.55585
1998-06-25,0.56405
1998-06-26,0.56735
1998-06-27,0.56665
1998-06-28,0.55875
1998-06-29,0.56055
1998-06-30,0.55645
1998-07-01,0.55135
1998-07-02,0.55365
1998-07-03,0.55615
1998-07-04,0.54725
1998-07-05,0.54245
1998-07-06,0.54095
1998-07-07,0.54145
1998-07-08,0.54165
1998-07-09,0.54375
1998-07-10,0.54235
1998-07-11,0.53835
1998-07-12,0.53915
1998-07-13,0.52945
1998-07-14,0.53105
1998-07-15,0.53565
1998-07-16,0.53405
1998-07-17,0.5352
1998-07-18,0.53985
1998-07-19,0.53625
1998-07-20,0.53725
1998-07-21,0.54275
1998-07-22,0.54635
1998-07-23,0.54175
1998-07-24,0.54635
1998-07-25,0.54415
1998-07-26,0.54165
1998-07-27,0.54355
1998-07-28,0.54475
1998-07-29,0.55435
1998-07-30,0.55135
1998-07-31,0.55225
1998-08-01,0.55015
1998-08-02,0.55135
1998-08-03,0.54825
1998-08-04,0.54505
1998-08-05,0.54285
1998-08-06,0.54685
1998-08-07,0.54735
1998-08-08,0.54805
1998-08-09,0.55165
1998-08-10,0.55005
1998-08-11,0.55055
1998-08-12,0.54805
1998-08-13,0.54785
1998-08-14,0.54945
1998-08-15,0.54595
1998-08-16,0.54345
1998-08-17,0.54225
1998-08-18,0.54665
1998-08-19,0.54465
1998-08-20,0.54365
1998-08-21,0.54375
1998-08-22,0.54545
1998-08-23,0.54385
1998-08-24,0.54645
1998-08-25,0.54675
1998-08-26,0.54935
1998-08-27,0.54655
1998-08-28,0.54845
1998-08-29,0.54775
1998-08-30,0.54775
1998-08-31,0.54685
1998-09-01,0.54705
1998-09-02,0.54885
1998-09-03,0.55125
1998-09-04,0.55485
1998-09-05,0.55265
1998-09-06,0.55295
1998-09-07,0.55445
1998-09-08,0.55465
1998-09-09,0.55885
1998-09-10,0.55585
1998-09-11,0.55315
1998-09-12,0.56105
1998-09-13,0.56035
1998-09-14,0.56385
1998-09-15,0.56625
1998-09-16,0.56465
1998-09-17,0.56115
1998-09-18,0.56035
1998-09-19,0.56025
1998-09-20,0.56325
1998-09-21,0.56425
1998-09-22,0.56245
1998-09-23,0.55815
1998-09-24,0.55965
1998-09-25,0.56235
1998-09-26,0.56335
1998-09-27,0.55965
1998-09-28,0.55955
1998-09-29,0.55655
1998-09-30,0.56035
1998-10-01,0.56055
1998-10-02,0.55895
1998-10-03,0.55875
1998-10-04,0.56055
1998-10-05,0.56095
1998-10-06,0.55965
1998-10-07,0.56085
1998-10-08,0.56575
1998-10-09,0.56515
1998-10-10,0.56685
1998-10-11,0.56595
1998-10-12,0.56555
1998-10-13,0.56325
1998-10-14,0.56335
1998-10-15,0.5634
1998-10-16,0.56405
1998-10-17,0.56925
1998-10-18,0.57455
1998-10-19,0.57375
1998-10-20,0.57665
1998-10-21,0.57585
1998-10-22,0.58345
1998-10-23,0.58505
1998-10-24,0.58325
1998-10-25,0.58455
1998-10-26,0.58765
1998-10-27,0.58945
1998-10-28,0.58855
1998-10-29,0.58635
1998-10-30,0.58985
1998-10-31,0.58905
1998-11-01,0.59005
1998-11-02,0.58745
1998-11-03,0.58515
1998-11-04,0.58335
1998-11-05,0.59155
1998-11-06,0.58965
1998-11-07,0.59175
1998-11-08,0.58985
1998-11-09,0.58915
1998-11-10,0.59265
1998-11-11,0.58875
1998-11-12,0.59475
1998-11-13,0.59215
1998-11-14,0.58995
1998-11-15,0.58975
1998-11-16,0.59415
1998-11-17,0.59875
1998-11-18,0.59795
1998-11-19,0.60485
1998-11-20,0.60545
1998-11-21,0.60735
1998-11-22,0.61175
1998-11-23,0.61465
1998-11-24,0.61265
1998-11-25,0.61545
1998-11-26,0.61335
1998-11-27,0.61475
1998-11-28,0.60335
1998-11-29,0.59505
1998-11-30,0.59405
1998-12-01,0.58945
1998-12-02,0.59295
1998-12-03,0.59525
1998-12-04,0.60155
1998-12-05,0.60325
1998-12-06,0.60425
1998-12-07,0.60605
1998-12-08,0.60245
1998-12-09,0.60175
1998-12-10,0.59785
1998-12-11,0.60565
1998-12-12,0.60685
1998-12-13,0.60385
1998-12-14,0.60495
1998-12-15,0.60645
1998-12-16,0.61465
1998-12-17,0.61945
1998-12-18,0.61615
1998-12-19,0.62285
1998-12-20,0.62675
1998-12-21,0.63595
1998-12-22,0.64275
1998-12-23,0.63545
1998-12-24,0.64175
1998-12-25,0.64645
1998-12-26,0.64855
1998-12-27,0.64835
1998-12-28,0.64565
1998-12-29,0.64055
1998-12-30,0.65265
1998-12-31,0.65575
1999-01-01,0.65865
1999-01-02,0.65465
1999-01-03,0.65605
1999-01-04,0.65905
1999-01-05,0.65895
1999-01-06,0.66145
1999-01-07,0.64925
1999-01-08,0.65165
1999-01-09,0.65305
1999-01-10,0.65005
1999-01-11,0.65755
1999-01-12,0.66165
1999-01-13,0.66365
1999-01-14,0.66645
1999-01-15,0.65615
1999-01-16,0.65605
1999-01-17,0.66295
1999-01-18,0.66645
1999-01-19,0.66855
1999-01-20,0.66885
1999-01-21,0.66965
1999-01-22,0.67365
1999-01-23,0.67255
1999-01-24,0.66805
1999-01-25,0.66335
1999-01-26,0.67065
1999-01-27,0.66335
1999-01-28,0.66785
1999-01-29,0.67265
1999-01-30,0.67715
1999-01-31,0.68125
1999-02-01,0.68105
1999-02-02,0.67875
1999-02-03,0.66085
1999-02-04,0.65775
1999-02-05,0.65935
1999-02-06,0.65075
1999-02-07,0.65445
1999-02-08,0.65175
1999-02-09,0.64665
1999-02-10,0.65135
1999-02-11,0.65085
1999-02-12,0.66045
1999-02-13,0.66545
1999-02-14,0.66295
1999-02-15,0.66315
1999-02-16,0.66275
1999-02-17,0.65165
1999-02-18,0.64915
1999-02-19,0.65085
1999-02-20,0.64755
1999-02-21,0.64865
1999-02-22,0.64785
1999-02-23,0.65155
1999-02-24,0.65125
1999-02-25,0.65695
1999-02-26,0.65835
1999-02-27,0.65695
1999-02-28,0.65995
1999-03-01,0.65735
1999-03-02,0.65615
1999-03-03,0.66025
1999-03-04,0.65345
1999-03-05,0.65225
1999-03-06,0.63785
1999-03-07,0.64085
1999-03-08,0.64745
1999-03-09,0.64745
1999-03-10,0.64365
1999-03-11,0.63705
1999-03-12,0.64005
1999-03-13,0.64835
1999-03-14,0.64845
1999-03-15,0.65675
1999-03-16,0.66325
1999-03-17,0.66535
1999-03-18,0.68055
1999-03-19,0.67835
1999-03-20,0.67285
1999-03-21,0.6786
1999-03-22,0.6843
1999-03-23,0.68425
1999-03-24,0.69005
1999-03-25,0.6901
1999-03-26,0.69265
1999-03-27,0.69025
1999-03-28,0.69065
1999-03-29,0.6888
1999-03-30,0.69175
1999-03-31,0.692
1999-04-01,0.69255
1999-04-02,0.69985
1999-04-03,0.69985
1999-04-04,0.6993
1999-04-05,0.70485
1999-04-06,0.70315
1999-04-07,0.70455
1999-04-08,0.70755
1999-04-09,0.7074
1999-04-10,0.69905
1999-04-11,0.70255
1999-04-12,0.7083
1999-04-13,0.70655
1999-04-14,0.7099
1999-04-15,0.71685
1999-04-16,0.716
1999-04-17,0.71745
1999-04-18,0.7203
1999-04-19,0.72055
1999-04-20,0.7164
1999-04-21,0.72125
1999-04-22,0.72145
1999-04-23,0.7215
1999-04-24,0.72415
1999-04-25,0.71695
1999-04-26,0.7196
1999-04-27,0.7234
1999-04-28,0.72445
1999-04-29,0.72735
1999-04-30,0.73215
1999-05-01,0.73445
1999-05-02,0.7367
1999-05-03,0.74025
1999-05-04,0.73955
1999-05-05,0.74035
1999-05-06,0.73595
1999-05-07,0.74145
1999-05-08,0.74275
1999-05-09,0.74385
1999-05-10,0.74065
1999-05-11,0.73905
1999-05-12,0.73655
1999-05-13,0.73325
1999-05-14,0.73615
1999-05-15,0.7433
1999-05-16,0.7512
1999-05-17,0.76055
1999-05-18,0.76775
1999-05-19,0.7712
1999-05-20,0.76845
1999-05-21,0.77795
1999-05-22,0.77905
1999-05-23,0.77795
1999-05-24,0.77435
1999-05-25,0.76965
1999-05-26,0.75745
1999-05-27,0.76775
1999-05-28,0.77255
1999-05-29,0.77905
1999-05-30,0.77625
1999-05-31,0.7793
1999-06-01,0.77015
1999-06-02,0.7595
1999-06-03,0.7561
1999-06-04,0.76235
1999-06-05,0.76155
1999-06-06,0.7672
1999-06-07,0.77955
1999-06-08,0.78635
1999-06-09,0.78905
1999-06-10,0.7899
1999-06-11,0.79215
1999-06-12,0.79845
1999-06-13,0.78905
1999-06-14,0.79105
1999-06-15,0.77065
1999-06-16,0.78105
1999-06-17,0.7721
1999-06-18,0.77125
1999-06-19,0.7733
1999-06-20,0.77415
1999-06-21,0.76305
1999-06-22,0.75045
1999-06-23,0.75085
1999-06-24,0.7604
1999-06-25,0.75975
1999-06-26,0.75875
1999-06-27,0.73845
1999-06-28,0.73045
1999-06-29,0.73605
1999-06-30,0.74215
1999-07-01,0.74045
1999-07-02,0.75175
1999-07-03,0.7491
1999-07-04,0.75345
1999-07-05,0.7478
1999-07-06,0.73785
1999-07-07,0.7513
1999-07-08,0.75345
1999-07-09,0.763301
1999-07-10,0.76805
1999-07-11,0.75545
1999-07-12,0.75295
1999-07-13,0.76145
1999-07-14,0.76855
1999-07-15,0.75015
1999-07-16,0.7353
1999-07-17,0.74045
1999-07-18,0.7451
1999-07-19,0.74595
1999-07-20,0.73225
1999-07-21,0.73055
1999-07-22,0.73525
1999-07-23,0.7361
1999-07-24,0.7205
1999-07-25,0.72025
1999-07-26,0.7309
1999-07-27,0.73225
